Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Resolution,Created,Updated,Status,Custom field (Required Access Level),Custom field (Required Access Level)
Bug,AO3-6938,69940,Related Works page missing username in browser page title,Michelle Tanoto,712020:dd162a54-cfae-4f87-9966-7e8444d953c6,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Lowest,DeployedToBeta,11/Mar/25 8:31 PM,24/Apr/25 2:44 PM,Deployed,,
Bug,AO3-6937,69939,Bad browser page title on inbox,kitbur,70121:20dc3aaa-733c-45e4-afe3-1b44645355b0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Lowest,DeployedToBeta,11/Mar/25 8:25 PM,05/Jun/25 9:39 AM,Deployed,,
Bug,AO3-6936,69938,Browser page title for user Subscriptions inconsistent with other user pages,Vemmy RM,62129afcc34549007196173f,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Lowest,DeployedToBeta,11/Mar/25 8:22 PM,01/Jul/25 10:17 AM,Deployed,,
Bug,AO3-6935,69937,500 error when trying to create a skin with the same title but different capitalization as an existing skin,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,11/Mar/25 5:21 PM,18/Apr/25 1:08 AM,Deployed,,
Task,AO3-6934,69806,Bump rack from 2.2.11 to 2.2.13,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,10/Mar/25 10:52 PM,17/Mar/25 5:27 AM,Deployed,,
Improvement,AO3-6933,69772,Spam check comments from new users,EchoEkhi,60d5d58e8f2cc10069d7e879,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,High,DeployedToBeta,09/Mar/25 9:22 PM,24/Apr/25 8:47 AM,Deployed,Admin,Tag Wrangler
Bug,AO3-6932,69739,There are around 100 works that have no creator,,,Jennifer D2,5eb34ab8833be70b7e0141b5,Low,,04/Mar/25 6:34 PM,04/Mar/25 6:34 PM,To Do,,
Improvement,AO3-6931,69706,Split collection notification into two separate mailers,,,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,,03/Mar/25 1:17 PM,30/Aug/25 1:32 AM,To Do,,
Bug,AO3-6930,69673,Some diacritics display wrong in title and body text,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Medium,,03/Mar/25 7:14 AM,30/Sep/25 2:58 AM,On Hold,,
Bug,AO3-6929,69644,"Gift Exchange: Sign-ups page only includes pseud, not username",Liz Watkins,5f1772579e8ba30016000688,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,02/Mar/25 11:29 PM,24/Jul/25 3:08 PM,Deployed,,
Bug,AO3-6928,69643,Assignments pages in Gift Exchanges do not have correct link style on currently selected navigation option,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Lowest,,02/Mar/25 6:32 PM,02/Mar/25 6:32 PM,To Do,,
Improvement,AO3-6927,69641,"When an account is deleted, auto-default their participation in any exchanges",,,Jennifer D2,5eb34ab8833be70b7e0141b5,Medium,,02/Mar/25 5:09 PM,03/Mar/25 8:37 PM,To Do,,
Improvement,AO3-6926,69607,Allow rate limits to be specified per user,james_,557058:e4a3ada3-097a-4936-af08-46ecac880066,james_,557058:e4a3ada3-097a-4936-af08-46ecac880066,High,DeployedToBeta,01/Mar/25 10:25 AM,20/Jul/25 11:05 AM,Deployed,,
Bug,AO3-6925,69541,Open Challenges link appears on Subcollections page,gelphcore,712020:c09d3147-f70f-47f7-acf8-0943e01197c4,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,,26/Feb/25 10:18 PM,18/Jun/25 9:58 PM,In Review,,
Task,AO3-6924,69508,Move browser page title translations for users_controller to locale file for controllers,Kylia Miskell,712020:a42f4a80-6ae1-45ff-ab84-cfa9aaad98f5,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Lowest,DeployedToBeta,23/Feb/25 6:12 AM,17/Sep/25 5:35 AM,Deployed,,
Improvement,AO3-6923,69476,Update DMCA policy to include new link and prepare for translation,lydia-theda,5ded904a73b0bd0e4d82dd09,lydia-theda,5ded904a73b0bd0e4d82dd09,Medium,DeployedToBeta,21/Feb/25 9:33 AM,17/Mar/25 5:27 AM,Deployed,,
Improvement,AO3-6922,69475,Update Abuse Form page,lydia-theda,5ded904a73b0bd0e4d82dd09,lydia-theda,5ded904a73b0bd0e4d82dd09,Medium,DeployedToBeta,21/Feb/25 9:15 AM,17/Mar/25 5:27 AM,Deployed,,
Task,AO3-6921,69409,Commas used in series browser page title are not translatable,joooood (brooke x),712020:93ced140-c7db-49dc-9398-bf727b61a42c,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Low,DeployedToBeta,20/Feb/25 3:23 AM,08/Sep/25 2:17 PM,Deployed,,
New Feature,AO3-6920,69383,Backup code generation script,EchoEkhi,60d5d58e8f2cc10069d7e879,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Medium,,19/Feb/25 3:26 PM,09/Apr/25 12:06 PM,In Review,Admin,
New Feature,AO3-6919,69382,Add webauthn with webauthn-ruby,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Medium,,19/Feb/25 3:20 PM,30/Sep/25 3:09 AM,To Do,Admin,
New Feature,AO3-6918,69381,Add TOTP with devise-two-factor,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Medium,,19/Feb/25 3:16 PM,30/Sep/25 2:59 AM,In Review,Admin,
Epic,AO3-6917,69380,Admin two-factor authentication,,,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Medium,,19/Feb/25 3:07 PM,21/Jun/25 2:01 PM,To Do,Admin,
Improvement,AO3-6916,69379,Convert to devcontainers as GitPod/Ona alternative,warlockmel,62bbc454228c59d8da199f48,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Low,,19/Feb/25 11:38 AM,02/Oct/25 9:17 AM,To Do,,
Task,AO3-6915,69378,Bump nokogiri from 1.18.2 to 1.18.3,,,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,19/Feb/25 11:14 AM,09/Mar/25 1:05 AM,Deployed,,
Improvement,AO3-6914,69377,Update language short field to display as abbreviation in error messages,Yanpei Wang,712020:f007a4ef-e467-40f8-a5b5-eb0106a70c84,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Low,DeployedToBeta,19/Feb/25 8:30 AM,08/Sep/25 2:17 PM,Deployed,,
Improvement,AO3-6913,69376,Allow invite job to run every N hours,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Medium,DeployedToBeta,19/Feb/25 8:24 AM,11/Apr/25 11:26 AM,Deployed,,
Bug,AO3-6912,69343,Unrevealed mystery works missing site name in browser page title,Jen Mann,61539b3472f6970069fde100,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,18/Feb/25 10:29 PM,16/Jun/25 10:17 AM,Deployed,,
Improvement,AO3-6911,69310,Custom error page for RackTimeout error,Victor Boyer,712020:99754e7c-50d5-4220-b76d-54d62c059315,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Medium,DeployedToBeta,17/Feb/25 11:36 AM,18/Apr/25 1:08 AM,Deployed,,
Bug,AO3-6910,69277,Elasticsearch syntax error does not appear in Sentry,warlockmel,62bbc454228c59d8da199f48,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Medium,,16/Feb/25 1:39 PM,24/Jun/25 3:10 PM,To Do,,
Task,AO3-6909,69244,Bump tk0miya/action-erblint to 44c5fe3,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,15/Feb/25 10:36 AM,17/Feb/25 12:32 PM,Deployed,,
Task,AO3-6908,69211,Bump rack from 2.2.9 to 2.2.11,,,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,13/Feb/25 2:15 AM,14/Feb/25 8:44 AM,Deployed,,
Improvement,AO3-6907,69178,Allow different rate limits to be applied to bots,james_,557058:e4a3ada3-097a-4936-af08-46ecac880066,james_,557058:e4a3ada3-097a-4936-af08-46ecac880066,Medium,,12/Feb/25 1:39 PM,12/Feb/25 1:39 PM,To Do,,
Improvement,AO3-6906,69145,Remove PseudSweeper class and move callbacks to user and pseud models,warlockmel,62bbc454228c59d8da199f48,redsummernight,557058:f99670ac-6f0b-469b-bdfb-a9817a67932f,Medium,,10/Feb/25 7:48 PM,24/Jun/25 3:16 PM,To Do,,
Task,AO3-6905,69112,Bump net-imap from 0.4.10 to 0.4.19,,,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,10/Feb/25 1:09 PM,14/Feb/25 8:43 AM,Deployed,,
Task,AO3-6904,69079,Set passwords of testuser and testadmin in fixtures to known values,CJ Gorey,712020:0314f747-d8a4-4c97-b1de-065bee169d3c,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,10/Feb/25 1:59 AM,17/Feb/25 12:32 PM,Deployed,,
Bug,AO3-6903,69047,Extra spaces after colons in some mailers ,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,08/Feb/25 5:39 AM,21/Feb/25 2:32 PM,Deployed,,
Task,AO3-6902,69046,Update after_commit_everywhere gem to version 1.6.0,Stephen Lewis (Burrows),557058:2b68f175-f697-4eeb-b0b5-e31def208d20,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,08/Feb/25 1:33 AM,01/Mar/25 1:52 AM,Deployed,Admin,
Improvement,AO3-6901,69013,Use ActiveJob for asynchronous indexing,redsummernight,557058:f99670ac-6f0b-469b-bdfb-a9817a67932f,redsummernight,557058:f99670ac-6f0b-469b-bdfb-a9817a67932f,High,DeployedToBeta,07/Feb/25 12:42 AM,14/Feb/25 8:43 AM,Deployed,,
Bug,AO3-6900,68981,500 error when accessing pages with icons that didn't get copied to S3,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Highest,Done,03/Feb/25 8:46 PM,03/Feb/25 9:06 PM,Deployed,,
Task,AO3-6899,68980,Upgrade to latest version of jQuery and jQuery UI,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,,03/Feb/25 8:37 PM,29/Jun/25 5:59 PM,To Do,,
Task,AO3-6898,68947,ActiveStorage - disable proxy,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,High,DeployedToBeta,03/Feb/25 9:22 AM,27/Mar/25 6:34 AM,Deployed,,
Task,AO3-6897,68914,Adjust schedule of run_background_reindex_queue job,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,Done,03/Feb/25 12:35 AM,04/Feb/25 12:01 PM,Deployed,,
Bug,AO3-6896,68881,Long username in kudos causes horizontal scrolling on mobile,Michelle Tanoto,712020:dd162a54-cfae-4f87-9966-7e8444d953c6,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,02/Feb/25 8:24 PM,18/Apr/25 1:08 AM,Deployed,,
Improvement,AO3-6895,68815,Reduce the amount of unclean disconnections from the Resque workers to the database,james_,557058:e4a3ada3-097a-4936-af08-46ecac880066,james_,557058:e4a3ada3-097a-4936-af08-46ecac880066,Highest,,30/Jan/25 9:29 AM,15/Feb/25 11:34 AM,To Do,Admin,
Task,AO3-6894,68785,Incorporate remaining Rails 7.1 defaults,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,29/Jan/25 1:29 AM,25/Jun/25 1:58 PM,Deployed,,
Task,AO3-6893,68784,Upgrade gems and configs to Rails 7.1.x,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,29/Jan/25 1:28 AM,17/Feb/25 5:57 PM,Deployed,,
Task,AO3-6892,68783,Dump DB schema before Rails 7.1,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,29/Jan/25 1:26 AM,13/Jul/25 9:37 AM,Deployed,,
Epic,AO3-6891,68782,Upgrade to Rails 7.1,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,Done,29/Jan/25 1:24 AM,02/Jul/25 7:00 AM,Deployed,,
Task,AO3-6890,68749,Add puma_worker_killer gem,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Medium,DeployedToBeta,28/Jan/25 7:29 AM,03/Feb/25 7:10 AM,Deployed,,
Task,AO3-6889,68748,Add rack-timeout gem,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,redsummernight,557058:f99670ac-6f0b-469b-bdfb-a9817a67932f,Medium,DeployedToBeta,26/Jan/25 10:16 PM,17/Feb/25 11:37 AM,Deployed,,
Bug,AO3-6888,68746,Meta: Tags and stats not nicely left-aligned,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Lowest,DeployedToBeta,23/Jan/25 7:22 PM,21/Feb/25 2:33 PM,Deployed,,
Task,AO3-6884,68742,Set Gemfile and Dockerfile to use Ruby 3.2 only,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,High,DeployedToBeta,22/Jan/25 1:40 PM,11/Feb/25 4:30 PM,Deployed,,
Task,AO3-6883,68741,Roll out Ruby 3.2 to appservers,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,High,Done,22/Jan/25 1:39 PM,08/Feb/25 10:33 PM,Deployed,,
Task,AO3-6882,68740,Allow Ruby 3.1 or Ruby 3.2,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,High,DeployedToBeta,22/Jan/25 1:38 PM,06/Feb/25 7:20 AM,Deployed,,
Epic,AO3-6881,68739,Ruby 3.1 -> 3.2 upgrade,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,High,Done,22/Jan/25 1:35 PM,12/Feb/25 1:05 PM,Deployed,,
Improvement,AO3-6880,68737,Use pagy gem for pagination on select pages,Ceithir,63039b5aed0c9b03372bf3c4,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,19/Jan/25 11:33 PM,14/Feb/25 8:43 AM,Deployed,,
Epic,AO3-6879,68736,Migrate away from using will_paginate gem for pagination,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,,19/Jan/25 11:26 PM,21/Jan/25 4:39 PM,To Do,,
Task,AO3-6878,68732,"Disable ActiveStorage analyzer, set non-default queue",Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,High,DeployedToBeta,14/Jan/25 4:38 PM,27/Mar/25 6:34 AM,Deployed,,
Bug,AO3-6877,68731,Notes on works that fill prompts use collection name rather than title,Emily Wiegand,712020:bb3a9a1c-a2af-4bee-8368-75c1d28f2468,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,14/Jan/25 12:58 AM,11/Apr/25 11:26 AM,Deployed,,
Bug,AO3-6876,68730,Escaped HTML on prompt titles,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Lowest,,14/Jan/25 12:48 AM,14/Jan/25 12:48 AM,To Do,,
Improvement,AO3-6875,68728,"Adding Additional Filtering Options to ""Wrangling Status"" in Tag Search ",Metallicity,712020:f5120c07-3b45-45c2-948e-b96704c414a7,Dre,5cc68d1b2f51be0e56a1ccf0,Medium,DeployedToBeta,10/Jan/25 6:12 AM,17/Mar/25 5:27 AM,Deployed,,
Bug,AO3-6874,68727,Browser page titles for TOS related pages are missing site name ,Indes ­,712020:f7b45cfe-c9f2-4f79-9aac-b8373dc441cf,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Low,DeployedToBeta,09/Jan/25 3:32 AM,26/Jan/25 3:44 PM,Deployed,,
Task,AO3-6873,68725,Update Elasticsearch Docker image in Docker compose file and automated tests,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,07/Jan/25 12:55 PM,21/Jan/25 4:38 PM,Deployed,,
Bug,AO3-6872,68722,Archivist gets 500 error when adding a bookmark to a collection,marcus8448,5fa83c958c4efd006f544936,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,01/Jan/25 9:18 PM,07/Feb/25 2:14 PM,Deployed,Archivist,
Task,AO3-6871,68721,Bump actionpack from 7.0.8.5 to 7.0.8.7,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,31/Dec/24 9:31 PM,26/Jan/25 3:44 PM,Deployed,,
Task,AO3-6870,68720,"Update proxy notice to include Russian, Ukranian translations",slavalamp,712020:bb568d1c-045f-4d41-b06d-825ace2cfa5b,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Medium,DeployedToBeta,31/Dec/24 2:07 PM,07/Feb/25 2:14 PM,Deployed,,
Bug,AO3-6869,68716,iOS: improper alignment of footnotes on Abuse form ,,,lydia-theda,5ded904a73b0bd0e4d82dd09,Medium,,25/Dec/24 11:03 AM,16/Sep/25 11:27 PM,To Do,,
Task,AO3-6868,68715,Admin: 500 error when editing language to have an invalid short code or display name,Connie Feng,712020:17930fa1-d647-47bd-b334-8a84cbacfca7,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Low,DeployedToBeta,23/Dec/24 7:31 AM,21/Feb/25 2:33 PM,Deployed,,
Improvement,AO3-6867,68712,Update Character Limit for Tags to 150 (ArchiveConfig.TAG_MAX),Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Dre,5cc68d1b2f51be0e56a1ccf0,High,DeployedToBeta,21/Dec/24 1:53 AM,08/Jul/25 5:49 PM,Deployed,,
Task,AO3-6866,68711,Add no_resets and protected_user user roles to test fixtures ,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Low,DeployedToBeta,20/Dec/24 2:10 PM,03/Aug/25 5:03 AM,Deployed,,
Bug,AO3-6865,68710,"If you mark as read and then subscribe, the subscription confirmation popup appears twice",,,Jennifer D2,5eb34ab8833be70b7e0141b5,Medium,Duplicate,19/Dec/24 7:11 PM,19/Dec/24 8:08 PM,Closed,,
Bug,AO3-6864,68698,Placeholder,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,14/Dec/24 10:15 AM,23/Dec/24 3:52 PM,Deployed,,
Improvement,AO3-6863,68697,Change subjects of co-creatorship notification emails,Victor Boyer,712020:99754e7c-50d5-4220-b76d-54d62c059315,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Low,DeployedToBeta,12/Dec/24 12:19 PM,07/Feb/25 2:14 PM,Deployed,,
Improvement,AO3-6862,68696,Use better example domain in help text for creating skins,Sekoia,5eaabe8206a3eb0b7ee32b44,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,09/Dec/24 10:45 PM,26/Jan/25 3:45 PM,Deployed,,
Task,AO3-6861,68695,Bump reviewdog/action-rubocop from 2.20.0 to 2.21.0,,,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Low,DeployedToBeta,09/Dec/24 8:13 AM,09/Dec/24 5:25 PM,Deployed,,
Improvement,AO3-6860,68694,Allow CSS aspect-ratio property in skins,,,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,,08/Dec/24 11:43 PM,09/Dec/24 10:38 PM,To Do,,
Bug,AO3-6859,68693,"Admins without tag_wrangling, superadmin, or policy_and_abuse roles can no longer access tag landing pages",Jake Faulkner,70121:9d10b6c8-3c06-432f-bfe5-20b286449a4d,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,08/Dec/24 5:54 PM,07/Feb/25 2:14 PM,Deployed,Admin,
Improvement,AO3-6858,68692,Add support for puma as start of transition to puma,james_,557058:e4a3ada3-097a-4936-af08-46ecac880066,james_,557058:e4a3ada3-097a-4936-af08-46ecac880066,Medium,DeployedToBeta,08/Dec/24 2:38 AM,09/Dec/24 5:25 PM,Deployed,,
Bug,AO3-6857,68691,"Prompt Meme ""Anonymous by Default"" Challenge setting overrides deselected Prompt Sign-up setting",,,Sam Johnsson,557058:a06b2e64-4893-491b-b85e-8176df5059b9,Medium,,07/Dec/24 10:39 AM,08/Dec/24 5:46 PM,To Do,,
Bug,AO3-6856,68690,Edit page for default language accessible despite Edit link being hidden,Cesium-Ice,5c4fbe624c070827c2a1e3f1,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,04/Dec/24 3:39 AM,21/Feb/25 2:32 PM,Deployed,Admin,
Task,AO3-6855,68689,Bump rails-html-sanitizer from 1.6.0 to 1.6.1,,,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,03/Dec/24 10:07 AM,23/Dec/24 3:52 PM,Deployed,,
Task,AO3-6854,68688, Bump reviewdog/action-rubocop from 2.19.1 to 2.20.0,,,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Medium,DeployedToBeta,02/Dec/24 11:15 AM,06/Dec/24 3:22 PM,Deployed,,
Improvement,AO3-6853,68687,Update environment configs to use safe deserialization,,,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Medium,,02/Dec/24 9:33 AM,03/Dec/24 8:12 AM,To Do,,
Task,AO3-6852,68686,Remove gift matching test scripts,hk-contribs,712020:3e0f7d4a-97a9-467c-80f3-fb92d25f3985,Brian Austin,557058:48d6a38e-168b-4aa7-a58d-a1853a844295,Low,DeployedToBeta,02/Dec/24 9:29 AM,12/Jul/25 1:15 PM,Deployed,,
Task,AO3-6851,68685,Remove pinch_request_signup association from the challenge_assignments table,warlockmel,62bbc454228c59d8da199f48,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,,01/Dec/24 7:51 AM,24/Jun/25 3:14 PM,To Do,,
Task,AO3-6850,68684,Remove unused pinch recipient code from challenge assignments,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,01/Dec/24 4:45 AM,23/Feb/25 4:16 AM,Deployed,,
Improvement,AO3-6849,68683,Create recipient_notification mailer preview,Amy Lee,5a150b48b87a44359db086ec,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,27/Nov/24 11:40 AM,18/Apr/25 1:08 AM,Deployed,,
Improvement,AO3-6848,68682,Create challenge_assignment_notification mailer preview,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,27/Nov/24 8:30 AM,08/Feb/25 5:40 AM,Deployed,,
Improvement,AO3-6847,68681,Create anonymous_or_unrevealed_notification mailer preview,Amy Lee,5a150b48b87a44359db086ec,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,26/Nov/24 8:36 AM,21/Feb/25 2:33 PM,Deployed,,
Improvement,AO3-6846,68680,Create admin_hidden_work_notification mailer preview,Indes ­,712020:f7b45cfe-c9f2-4f79-9aac-b8373dc441cf,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,26/Nov/24 8:26 AM,21/Feb/25 2:33 PM,Deployed,,
Improvement,AO3-6845,68679,Always display invitation search results in table format,Michelle Tanoto,712020:dd162a54-cfae-4f87-9966-7e8444d953c6,lydia-theda,5ded904a73b0bd0e4d82dd09,Medium,DeployedToBeta,23/Nov/24 2:47 PM,29/Apr/25 9:58 AM,Deployed,Admin,
Bug,AO3-6844,68678,Front end issues aplenty when viewing tags in tag sets,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Low,DeployedToBeta,22/Nov/24 3:35 AM,11/May/25 3:02 AM,Deployed,,
Improvement,AO3-6843,68677,Suppress the TOS popup on more pages,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,lydia-theda,5ded904a73b0bd0e4d82dd09,Medium,DeployedToBeta,21/Nov/24 2:22 PM,24/Nov/24 5:57 AM,Deployed,,
Improvement,AO3-6842,68676,Add Content Policy notice to all work forms,lydia-theda,5ded904a73b0bd0e4d82dd09,lydia-theda,5ded904a73b0bd0e4d82dd09,Medium,DeployedToBeta,19/Nov/24 8:12 AM,24/Nov/24 5:57 AM,Deployed,,
Improvement,AO3-6841,68675,Further clarify the definition of the Underage Sex warning,lydia-theda,5ded904a73b0bd0e4d82dd09,lydia-theda,5ded904a73b0bd0e4d82dd09,Medium,DeployedToBeta,19/Nov/24 2:37 AM,11/Dec/24 12:29 AM,Deployed,,
Improvement,AO3-6840,68674,Add TOS FAQ to site map,lydia-theda,5ded904a73b0bd0e4d82dd09,lydia-theda,5ded904a73b0bd0e4d82dd09,Medium,DeployedToBeta,19/Nov/24 2:35 AM,24/Nov/24 5:57 AM,Deployed,,
Task,AO3-6839,68673,Bump codecov/codecov-action from 4 to 5,,,Bilka,557058:baa5f297-c116-4036-bbf1-109f8a7e50a7,Medium,DeployedToBeta,18/Nov/24 7:27 AM,19/Nov/24 2:13 AM,Deployed,,
Task,AO3-6838,68672,"Update the TOS and TOS FAQ text, structure, and references",Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Sarken,557058:443ab871-4096-403e-bd6f-f3534fe417f0,Medium,DeployedToBeta,10/Nov/24 5:30 PM,11/Jan/25 11:46 AM,Deployed,,
